year,month,product,weighted_avg_price,date,prev_month_price,monthly_change,prev_year_price,yearly_change,ma_3,ma_6,ma_12,volatility
2022,10,양파,1325.7655634234852,2022-10-01,1271.8580696245497,0.04238483450818453,852.4534967746126,0.5552350579119221,1261.397619694393,1033.043927941196,800.0877511063409,70.18526088245457
2022,11,양파,1300.2282788379587,2022-11-01,1325.7655634234852,-0.019262292889537957,849.5357299407466,0.5305162961523078,1299.2839706286645,1161.2347504608329,837.645463514442,26.96615027059164
2022,12,양파,1294.3487860640928,2022-12-01,1300.2282788379587,-0.0045218927088099825,702.9169975734613,0.8413963391585524,1306.7808761085123,1231.2799475950853,886.9314458886612,16.70197213370065
2023,1,양파,1264.5481094671695,2023-01-01,1294.3487860640928,-0.023023683351643065,545.3292056485478,1.3188710532443806,1286.3750581230736,1273.8863389087333,946.8663545402129,19.12992092351788
2023,2,양파,1400.2958026070037,2023-02-01,1264.5481094671695,0.10734877710349267,415.1110871992432,2.373303787318251,1319.730899379422,1309.5074350040434,1028.9650808241931,71.34457095995997
2023,3,양파,1382.6245386386913,2023-03-01,1400.2958026070037,-0.012619665027498339,386.2755901367284,2.5793733125856835,1349.1561502376217,1327.9685131730669,1111.9941598660232,73.8035149218535
2023,4,양파,1117.6179141311284,2023-04-01,1382.6245386386913,-0.19166926168436438,503.6208351301885,1.219165364439735,1300.1794184589412,1293.2772382910073,1163.1605831161016,158.3495991134328
2023,5,양파,1020.3817535051603,2023-05-01,1117.6179141311284,-0.08700304406051196,531.0833437201379,0.9213213247427041,1173.5414020916598,1246.636150735541,1203.935450598187,187.48476264640297
2023,6,양파,838.6825113547438,2023-06-01,1020.3817535051603,-0.17806986603421027,874.0776032585776,-0.04049422130469904,992.227392997011,1170.6917716173161,1200.9858596062008,141.58298182416868
2023,7,양파,929.5358748722094,2023-07-01,838.6825113547438,0.10832867299296378,1008.9097615852819,-0.07867292966652806,929.5333799107044,1114.856399184823,1194.371369046778,90.84962110090102
2023,8,양파,1057.662066672682,2023-08-01,929.5358748722094,0.1378388884862427,1186.5692260351436,-0.10863854930166861,941.960150966545,1057.7507765291025,1183.6291057665728,110.01719587937802
2023,9,양파,1061.7290272017158,2023-09-01,1057.662066672682,0.0038452362594680878,1271.8580696245497,-0.16521422275117825,1016.3089895822023,1004.2681912896065,1166.1183522313365,75.17522942659494
2023,10,양파,1061.2612272574245,2023-10-01,1061.7290272017158,-0.0004406020107825537,1325.7655634234852,-0.1995106400886134,1060.217440377274,994.8754101439894,1144.0763242174983,2.2253449787398987
2023,11,양파,1024.4498419451977,2023-11-01,1061.2612272574245,-0.03468645076891863,1300.2282788379587,-0.2121000145753098,1049.146698801446,995.5534248839955,1121.0947878097684,21.389384356037915
2023,12,양파,1045.0691677520963,2023-12-01,1024.4498419451977,0.02012721849587784,1294.3487860640928,-0.19259076146701992,1043.5934123182394,1029.951200950221,1100.3214862837685,18.450011184998196
2024,1,양파,1016.2340161367505,2024-01-01,1045.0691677520963,-0.02759162025358486,1264.5481094671695,-0.19636587289276697,1028.5843419446815,1044.4008911609778,1079.6286451729002,14.85553970255286
2024,2,양파,1073.505262443767,2024-02-01,1016.2340161367505,0.05635635630928304,1400.2958026070037,-0.23337250569117884,1044.936148777538,1047.041423789492,1052.3961001592972,28.635854866325683
2024,3,양파,1283.9666996816477,2024-03-01,1073.505262443767,0.19605068051439134,1382.6245386386913,-0.07135548097112498,1124.5686594207216,1084.0810358694805,1044.1746135795436,140.9815602930307
2024,4,양파,1242.7812739189121,2024-04-01,1283.9666996816477,-0.032076708666157194,1117.6179141311284,0.11199118965902555,1200.0844120147756,1114.3343769797286,1054.604893561859,111.5382026635008
2024,5,양파,997.6818964184827,2024-05-01,1242.7812739189121,-0.19721843468685984,1020.3817535051603,-0.022246435717514834,1174.809956673014,1109.8730527252762,1052.7132388046357,154.77345418696333
2024,6,양파,656.1189772381099,2024-06-01,997.6818964184827,-0.342356537095169,838.6825113547438,-0.21767895675055238,965.5273825251683,1045.048020972945,1037.499610961583,294.64995699895275
2024,7,양파,750.2977282450277,2024-07-01,656.1189772381099,0.14353913584904543,929.5358748722094,-0.19282542123704804,801.3662006338733,1000.7253063243244,1022.5630987426512,176.415131419762
2024,8,양파,898.5761515967932,2024-08-01,750.2977282450277,0.19762611263477226,1057.662066672682,-0.15041280205534824,768.3309523599769,971.5704545164955,1009.3059391529937,122.23038995472413
